dcls_month_x,fin_co_no_x,fin_prdt_cd,kor_co_nm,fin_prdt_nm,join_way,loan_inci_expn,erly_rpay_fee,dly_rate,loan_lmt,dcls_strt_day,dcls_end_day,fin_co_subm_day,dcls_month_y,fin_co_no_y,mrtg_type,mrtg_type_nm,rpay_type,rpay_type_nm,lend_rate_type,lend_rate_type_nm,lend_rate_min,lend_rate_max,lend_rate_avg,region_code,region_name
202506,0011625,WR0001C,신한은행,신한주택대출,"영업점,모집인","- 인지세: 해당세액의 50%(대출금액 5천만원 이하시 없음)
- 국민주택채권매입: 대출금액*120%*1%*채권할인율","-중도상환해약금:중도상환대출금*중도상환해약금률(고정금리1.4%, 변동금리1.2%)*(대출잔여일수/대출기간)","-1개월이내:대출금리+3%
-3개월이내:대출금리+3%
-3개월초과:대출금리+3%(최고연체이자율:15%)",-LTV40%,20250616,,202506161423,202506,0011625,E,아파트외,D,분할상환방식,F,고정금리,3.72,4.52,4.17,020000,은행
202506,0011625,WR0001C,신한은행,신한주택대출,"영업점,모집인","- 인지세: 해당세액의 50%(대출금액 5천만원 이하시 없음)
- 국민주택채권매입: 대출금액*120%*1%*채권할인율","-중도상환해약금:중도상환대출금*중도상환해약금률(고정금리1.4%, 변동금리1.2%)*(대출잔여일수/대출기간)","-1개월이내:대출금리+3%
-3개월이내:대출금리+3%
-3개월초과:대출금리+3%(최고연체이자율:15%)",-LTV40%,20250616,,202506161423,202506,0011625,E,아파트외,D,분할상환방식,C,변동금리,3.76,4.56,4.13,020000,은행
202506,0013175,2001104780001,농협은행주식회사,NH주택담보대출,영업점,"1. 인지세
  - 해당 세액의 50%
2. 국민주택채권매입비용
  - 근저당권 설정금액 × 10 ÷ 1,000
3. 주택신보출연료","중도상환원금 × 적용요율 × (대출기간 - 경과일수) ÷ 대출기간
- 대출기간 : 3년을 초과하는 경우 3년
- 적용요율 : 고정금리 1.4%, 변동금리 1.2%","연체기간에 관계없이 대출금리 + 3%
최대 연 15%",해당 주택의 담보평가금액에 따라 산출된 가능금액 이내,20250620,,202506201144,202506,0013175,A,아파트,D,분할상환방식,F,고정금리,3.29,5.79,3.86,020000,은행
202506,0013175,2001104780001,농협은행주식회사,NH주택담보대출,영업점,"1. 인지세
  - 해당 세액의 50%
2. 국민주택채권매입비용
  - 근저당권 설정금액 × 10 ÷ 1,000
3. 주택신보출연료","중도상환원금 × 적용요율 × (대출기간 - 경과일수) ÷ 대출기간
- 대출기간 : 3년을 초과하는 경우 3년
- 적용요율 : 고정금리 1.4%, 변동금리 1.2%","연체기간에 관계없이 대출금리 + 3%
최대 연 15%",해당 주택의 담보평가금액에 따라 산출된 가능금액 이내,20250620,,202506201144,202506,0013175,A,아파트,S,만기일시상환방식,F,고정금리,3.71,6.01,4.29,020000,은행
202506,0013175,2001104780001,농협은행주식회사,NH주택담보대출,영업점,"1. 인지세
  - 해당 세액의 50%
2. 국민주택채권매입비용
  - 근저당권 설정금액 × 10 ÷ 1,000
3. 주택신보출연료","중도상환원금 × 적용요율 × (대출기간 - 경과일수) ÷ 대출기간
- 대출기간 : 3년을 초과하는 경우 3년
- 적용요율 : 고정금리 1.4%, 변동금리 1.2%","연체기간에 관계없이 대출금리 + 3%
최대 연 15%",해당 주택의 담보평가금액에 따라 산출된 가능금액 이내,20250620,,202506201144,202506,0013175,A,아파트,D,분할상환방식,C,변동금리,3.49,6.29,4.62,020000,은행
202506,0013175,2001104780001,농협은행주식회사,NH주택담보대출,영업점,"1. 인지세
  - 해당 세액의 50%
2. 국민주택채권매입비용
  - 근저당권 설정금액 × 10 ÷ 1,000
3. 주택신보출연료","중도상환원금 × 적용요율 × (대출기간 - 경과일수) ÷ 대출기간
- 대출기간 : 3년을 초과하는 경우 3년
- 적용요율 : 고정금리 1.4%, 변동금리 1.2%","연체기간에 관계없이 대출금리 + 3%
최대 연 15%",해당 주택의 담보평가금액에 따라 산출된 가능금액 이내,20250620,,202506201144,202506,0013175,A,아파트,S,만기일시상환방식,C,변동금리,3.79,6.29,4.34,020000,은행
202506,0013175,2001104780001,농협은행주식회사,NH주택담보대출,영업점,"1. 인지세
  - 해당 세액의 50%
2. 국민주택채권매입비용
  - 근저당권 설정금액 × 10 ÷ 1,000
3. 주택신보출연료","중도상환원금 × 적용요율 × (대출기간 - 경과일수) ÷ 대출기간
- 대출기간 : 3년을 초과하는 경우 3년
- 적용요율 : 고정금리 1.4%, 변동금리 1.2%","연체기간에 관계없이 대출금리 + 3%
최대 연 15%",해당 주택의 담보평가금액에 따라 산출된 가능금액 이내,20250620,,202506201144,202506,0013175,E,아파트외,D,분할상환방식,F,고정금리,3.29,5.79,3.97,020000,은행
202506,0013175,2001104780001,농협은행주식회사,NH주택담보대출,영업점,"1. 인지세
  - 해당 세액의 50%
2. 국민주택채권매입비용
  - 근저당권 설정금액 × 10 ÷ 1,000
3. 주택신보출연료","중도상환원금 × 적용요율 × (대출기간 - 경과일수) ÷ 대출기간
- 대출기간 : 3년을 초과하는 경우 3년
- 적용요율 : 고정금리 1.4%, 변동금리 1.2%","연체기간에 관계없이 대출금리 + 3%
최대 연 15%",해당 주택의 담보평가금액에 따라 산출된 가능금액 이내,20250620,,202506201144,202506,0013175,E,아파트외,S,만기일시상환방식,F,고정금리,3.71,6.01,,020000,은행
202506,0013175,2001104780001,농협은행주식회사,NH주택담보대출,영업점,"1. 인지세
  - 해당 세액의 50%
2. 국민주택채권매입비용
  - 근저당권 설정금액 × 10 ÷ 1,000
3. 주택신보출연료","중도상환원금 × 적용요율 × (대출기간 - 경과일수) ÷ 대출기간
- 대출기간 : 3년을 초과하는 경우 3년
- 적용요율 : 고정금리 1.4%, 변동금리 1.2%","연체기간에 관계없이 대출금리 + 3%
최대 연 15%",해당 주택의 담보평가금액에 따라 산출된 가능금액 이내,20250620,,202506201144,202506,0013175,E,아파트외,D,분할상환방식,C,변동금리,3.49,6.29,4.75,020000,은행
202506,0013175,2001104780001,농협은행주식회사,NH주택담보대출,영업점,"1. 인지세
  - 해당 세액의 50%
2. 국민주택채권매입비용
  - 근저당권 설정금액 × 10 ÷ 1,000
3. 주택신보출연료","중도상환원금 × 적용요율 × (대출기간 - 경과일수) ÷ 대출기간
- 대출기간 : 3년을 초과하는 경우 3년
- 적용요율 : 고정금리 1.4%, 변동금리 1.2%","연체기간에 관계없이 대출금리 + 3%
최대 연 15%",해당 주택의 담보평가금액에 따라 산출된 가능금액 이내,20250620,,202506201144,202506,0013175,E,아파트외,S,만기일시상환방식,C,변동금리,3.79,6.29,,020000,은행
202506,0013175,2001108370009,농협은행주식회사,채움고정금리모기지론,영업점,"1. 인지세
  - 해당 세액의 50%
2. 국민주택채권매입비용
  - 근저당권 설정금액 × 10 ÷ 1,000
3. 주택신보출연료","중도상환원금 × 적용요율 × (대출기간 - 경과일수) ÷ 대출기간
- 대출기간 : 3년을 초과하는 경우 3년
- 적용요율 : 고정금리 1.4%, 변동금리 1.2%","연체기간에 관계없이 대출금리 + 3%
최대 연 15%",해당 주택의 담보평가금액에 따라 산출된 가능금액 이내,20250620,,202506201144,202506,0013175,A,아파트,D,분할상환방식,F,고정금리,4.3,6.0,,020000,은행
202506,0013175,2001108370009,농협은행주식회사,채움고정금리모기지론,영업점,"1. 인지세
  - 해당 세액의 50%
2. 국민주택채권매입비용
  - 근저당권 설정금액 × 10 ÷ 1,000
3. 주택신보출연료","중도상환원금 × 적용요율 × (대출기간 - 경과일수) ÷ 대출기간
- 대출기간 : 3년을 초과하는 경우 3년
- 적용요율 : 고정금리 1.4%, 변동금리 1.2%","연체기간에 관계없이 대출금리 + 3%
최대 연 15%",해당 주택의 담보평가금액에 따라 산출된 가능금액 이내,20250620,,202506201144,202506,0013175,E,아파트외,D,분할상환방식,F,고정금리,4.3,6.0,4.82,020000,은행
202506,0013909,0300411,주식회사 하나은행,하나원큐주택담보대출,스마트폰,"1. 인지세 : 50%
2. 근저당 설정비 중 고객부담 항목
   - 주택채권매입비용 등","중도상환금액 × 중도상환해약금률* × ( 대출잔여일수 ÷ 대출기간** )
* 중도상환해약금률 : 0.66%
** 대출약정일로부터 최장 3년",적용금리+3% ( 최고 15% ),담보별 가용가 범위내,20250620,,202506181631,202506,0013909,E,아파트외,D,분할상환방식,C,변동금리,4.21,5.01,,020000,은행
202506,0013909,0300411,주식회사 하나은행,하나원큐주택담보대출,스마트폰,"1. 인지세 : 50%
2. 근저당 설정비 중 고객부담 항목
   - 주택채권매입비용 등","중도상환금액 × 중도상환해약금률* × ( 대출잔여일수 ÷ 대출기간** )
* 중도상환해약금률 : 0.66%
** 대출약정일로부터 최장 3년",적용금리+3% ( 최고 15% ),담보별 가용가 범위내,20250620,,202506181631,202506,0013909,E,아파트외,D,분할상환방식,F,고정금리,3.8,4.6,,020000,은행
202506,0013909,0300411-1,주식회사 하나은행,하나원큐아파트론,스마트폰,"1. 인지세 : 50%
2. 근저당 설정비 중 고객부담 항목
   - 주택채권매입비용 등","중도상환금액 × 중도상환해약금률* × ( 대출잔여일수 ÷ 대출기간** )
* 중도상환해약금률 : 0.66%
** 대출약정일로부터 최장 3년",적용금리+3% ( 최고 15% ),담보별 가용가 범위내,20250620,,202506181631,202506,0013909,A,아파트,D,분할상환방식,F,고정금리,3.6,4.4,3.67,020000,은행
202506,0013909,0300411-1,주식회사 하나은행,하나원큐아파트론,스마트폰,"1. 인지세 : 50%
2. 근저당 설정비 중 고객부담 항목
   - 주택채권매입비용 등","중도상환금액 × 중도상환해약금률* × ( 대출잔여일수 ÷ 대출기간** )
* 중도상환해약금률 : 0.66%
** 대출약정일로부터 최장 3년",적용금리+3% ( 최고 15% ),담보별 가용가 범위내,20250620,,202506181631,202506,0013909,A,아파트,D,분할상환방식,C,변동금리,4.01,4.81,4.33,020000,은행
202506,0014674,01021000300000000001,주식회사 케이뱅크,아파트담보대출(일반),스마트폰,"1. 인지세 - 해당세액의 50%
2. 근저당권 설정비 중 고객 부담 항목 
   - 주택채권 매입비용 등","중도상환금액*해약금요율
(1.40%)*(3년-대출실행 후 경과기간)/3년, 
대출 실행 3년 이후 면제","적용금리+3%(최고 15%) 
단, 대출이자가 연 15% 이상일 경우
 연체이자 연 2%를 가산","LTV 최대 70%, 
신규 - 최대 2억원, 
대환 - 최대 10억원",20250620,20250720,202506171104,202506,0014674,A,아파트,D,분할상환방식,F,고정금리,3.85,3.85,3.63,020000,은행
202506,0014674,01021000300000000001,주식회사 케이뱅크,아파트담보대출(일반),스마트폰,"1. 인지세 - 해당세액의 50%
2. 근저당권 설정비 중 고객 부담 항목 
   - 주택채권 매입비용 등","중도상환금액*해약금요율
(1.40%)*(3년-대출실행 후 경과기간)/3년, 
대출 실행 3년 이후 면제","적용금리+3%(최고 15%) 
단, 대출이자가 연 15% 이상일 경우
 연체이자 연 2%를 가산","LTV 최대 70%, 
신규 - 최대 2억원, 
대환 - 최대 10억원",20250620,20250720,202506171104,202506,0014674,A,아파트,D,분할상환방식,C,변동금리,4.11,4.11,3.91,020000,은행
202506,0014674,01021000300000000013,주식회사 케이뱅크,아파트담보대출(구입),스마트폰,"1. 인지세 - 해당세액의 50%
2. 근저당권 설정비 중 고객 부담 항목 
   - 주택채권 매입비용 등","중도상환금액*해약금요율
(1.40%)*(3년-대출실행 후 경과기간)/3년, 대출 실행 3년 이후 면제","적용금리+3%(최고 15%) 
단, 대출이자가 연 15% 이상일 경우
 연체이자 연 2%를 가산","LTV 최대 70%, 최대 10억원",20250620,20250720,202506171104,202506,0014674,A,아파트,D,분할상환방식,F,고정금리,3.87,3.87,3.71,020000,은행
202506,0014674,01021000300000000013,주식회사 케이뱅크,아파트담보대출(구입),스마트폰,"1. 인지세 - 해당세액의 50%
2. 근저당권 설정비 중 고객 부담 항목 
   - 주택채권 매입비용 등","중도상환금액*해약금요율
(1.40%)*(3년-대출실행 후 경과기간)/3년, 대출 실행 3년 이후 면제","적용금리+3%(최고 15%) 
단, 대출이자가 연 15% 이상일 경우
 연체이자 연 2%를 가산","LTV 최대 70%, 최대 10억원",20250620,20250720,202506171104,202506,0014674,A,아파트,D,분할상환방식,C,변동금리,4.35,4.35,,020000,은행
202506,0014807,1167,수협은행,SH으뜸모기지론,"영업점,모집인","1. 인지세 : 해당세액의 50%

2. 국민주택채권 매입비용 : 대출금액 X  120% X 1% X 채권할인율

3. 화재보험료 (아파트외 물건지에 한함)","중도상환금액 X 수수료율* X (대출잔여일수 / 대출기간)

* 취급 후 3년 이내 0.66%",대출금리+연3%,담보인정비율(LTV) 최대 70%,20250619,,202506181715,202506,0014807,A,아파트,D,분할상환방식,F,고정금리,4.07,5.88,3.95,020000,은행
202506,0014807,1167,수협은행,SH으뜸모기지론,"영업점,모집인","1. 인지세 : 해당세액의 50%

2. 국민주택채권 매입비용 : 대출금액 X  120% X 1% X 채권할인율

3. 화재보험료 (아파트외 물건지에 한함)","중도상환금액 X 수수료율* X (대출잔여일수 / 대출기간)

* 취급 후 3년 이내 0.66%",대출금리+연3%,담보인정비율(LTV) 최대 70%,20250619,,202506181715,202506,0014807,A,아파트,D,분할상환방식,C,변동금리,3.92,6.42,4.03,020000,은행
202506,0014807,1167,수협은행,SH으뜸모기지론,"영업점,모집인","1. 인지세 : 해당세액의 50%

2. 국민주택채권 매입비용 : 대출금액 X  120% X 1% X 채권할인율

3. 화재보험료 (아파트외 물건지에 한함)","중도상환금액 X 수수료율* X (대출잔여일수 / 대출기간)

* 취급 후 3년 이내 0.66%",대출금리+연3%,담보인정비율(LTV) 최대 70%,20250619,,202506181715,202506,0014807,E,아파트외,D,분할상환방식,F,고정금리,4.02,5.83,4.33,020000,은행
202506,0014807,1167,수협은행,SH으뜸모기지론,"영업점,모집인","1. 인지세 : 해당세액의 50%

2. 국민주택채권 매입비용 : 대출금액 X  120% X 1% X 채권할인율

3. 화재보험료 (아파트외 물건지에 한함)","중도상환금액 X 수수료율* X (대출잔여일수 / 대출기간)

* 취급 후 3년 이내 0.66%",대출금리+연3%,담보인정비율(LTV) 최대 70%,20250619,,202506181715,202506,0014807,E,아파트외,D,분할상환방식,C,변동금리,3.92,6.42,4.05,020000,은행
202506,0015130,03005,주식회사 카카오뱅크,주택담보대출,스마트폰,"- 인지세 : 해당세액의 50%(대출금액 5천만원 이하시 없음)
- 국민주택채권 본인부담금 : 대출금액×110%×1%×채권할인율",없음,"대출금리+3%
(최고 연체이자율 : 15%)",최대 10억원,20250618,,202506181844,202506,0015130,A,아파트,D,분할상환방식,F,고정금리,3.87,4.52,3.8,020000,은행
202506,0015130,03005,주식회사 카카오뱅크,주택담보대출,스마트폰,"- 인지세 : 해당세액의 50%(대출금액 5천만원 이하시 없음)
- 국민주택채권 본인부담금 : 대출금액×110%×1%×채권할인율",없음,"대출금리+3%
(최고 연체이자율 : 15%)",최대 10억원,20250618,,202506181844,202506,0015130,A,아파트,D,분할상환방식,C,변동금리,4.13,4.78,3.92,020000,은행
202506,0015130,03005,주식회사 카카오뱅크,주택담보대출,스마트폰,"- 인지세 : 해당세액의 50%(대출금액 5천만원 이하시 없음)
- 국민주택채권 본인부담금 : 대출금액×110%×1%×채권할인율",없음,"대출금리+3%
(최고 연체이자율 : 15%)",최대 10억원,20250618,,202506181844,202506,0015130,E,아파트외,D,분할상환방식,F,고정금리,3.9,4.55,4.08,020000,은행
202506,0015130,03005,주식회사 카카오뱅크,주택담보대출,스마트폰,"- 인지세 : 해당세액의 50%(대출금액 5천만원 이하시 없음)
- 국민주택채권 본인부담금 : 대출금액×110%×1%×채권할인율",없음,"대출금리+3%
(최고 연체이자율 : 15%)",최대 10억원,20250618,,202506181844,202506,0015130,E,아파트외,D,분할상환방식,C,변동금리,4.02,4.67,4.04,020000,은행
202506,0010346,71712,OSB저축은행,해피홈론,스마트폰,"-인지세:
해당금액의 고객과 은행이 각각 1/2부담(5천만원 이하 면제) 
-근저당권 설정 시 채권할인료 / 근저당권 해지 수수료(상환)","-중도상환금액x 2% x 대출잔여일수/대출기간
-3년 경과 후 : 없음","약정금리+3%
(법정최고금리 최대 20%)","LTV 70%, 최대 8억원",20250620,,202506131200,202506,0010346,A,아파트,D,분할상환방식,C,변동금리,5.0,11.12,,030300,저축은행
202506,0010346,71712,OSB저축은행,해피홈론,스마트폰,"-인지세:
해당금액의 고객과 은행이 각각 1/2부담(5천만원 이하 면제) 
-근저당권 설정 시 채권할인료 / 근저당권 해지 수수료(상환)","-중도상환금액x 2% x 대출잔여일수/대출기간
-3년 경과 후 : 없음","약정금리+3%
(법정최고금리 최대 20%)","LTV 70%, 최대 8억원",20250620,,202506131200,202506,0010346,E,아파트외,D,분할상환방식,C,변동금리,5.0,11.12,,030300,저축은행
202506,0010359,760091,키움예스저축은행,가계주택담보대출,모집인,"- 인지세 : 해당세액 × 50%(대출금액 5천만원 이하시 없음)
- 국민주택채권 매입 : 대출금액 × 130% × 1% × 채권할인율",중도상환금액×2%×(대출잔여일수÷대출기간 총일수),"약정금리+3%
(최고 연체이자율 : 연 20%)","- LTV 70%
- 최대 8억원",20250620,,202506131200,202506,0010359,A,아파트,D,분할상환방식,F,고정금리,8.6,13.7,,030300,저축은행
202506,0010359,760091,키움예스저축은행,가계주택담보대출,모집인,"- 인지세 : 해당세액 × 50%(대출금액 5천만원 이하시 없음)
- 국민주택채권 매입 : 대출금액 × 130% × 1% × 채권할인율",중도상환금액×2%×(대출잔여일수÷대출기간 총일수),"약정금리+3%
(최고 연체이자율 : 연 20%)","- LTV 70%
- 최대 8억원",20250620,,202506131200,202506,0010359,A,아파트,S,만기일시상환방식,F,고정금리,8.6,13.7,,030300,저축은행
202506,0010359,760091,키움예스저축은행,가계주택담보대출,모집인,"- 인지세 : 해당세액 × 50%(대출금액 5천만원 이하시 없음)
- 국민주택채권 매입 : 대출금액 × 130% × 1% × 채권할인율",중도상환금액×2%×(대출잔여일수÷대출기간 총일수),"약정금리+3%
(최고 연체이자율 : 연 20%)","- LTV 70%
- 최대 8억원",20250620,,202506131200,202506,0010359,E,아파트외,D,분할상환방식,F,고정금리,10.1,15.2,,030300,저축은행
202506,0010359,760091,키움예스저축은행,가계주택담보대출,모집인,"- 인지세 : 해당세액 × 50%(대출금액 5천만원 이하시 없음)
- 국민주택채권 매입 : 대출금액 × 130% × 1% × 채권할인율",중도상환금액×2%×(대출잔여일수÷대출기간 총일수),"약정금리+3%
(최고 연체이자율 : 연 20%)","- LTV 70%
- 최대 8억원",20250620,,202506131200,202506,0010359,E,아파트외,S,만기일시상환방식,F,고정금리,10.1,15.2,,030300,저축은행
202506,0010370,710154,SBI저축은행,희망아파트담보대출,모집인,"- 인지세 : 
고객, 금융회사 50%씩 부담
(5,000만원 
이하는 
해당사항없음)",- 상환금액*2%*대출잔여일수/대출약정기간(3년 이내 중도 상환시 적용),약정금리 + 3%p (법정최고금리 20% 이내),"- 아파트 시세(KB부동산, 한국부동산원)의 최대 70%, 최대 8억원 까지
(단, 담보물건지 지역 및 담보평가금액, 연소득금액 등에 따라 차등적용)",20250620,,202506131200,202506,0010370,A,아파트,D,분할상환방식,F,고정금리,5.4,7.9,,030300,저축은행
202506,0010370,710154,SBI저축은행,희망아파트담보대출,모집인,"- 인지세 : 
고객, 금융회사 50%씩 부담
(5,000만원 
이하는 
해당사항없음)",- 상환금액*2%*대출잔여일수/대출약정기간(3년 이내 중도 상환시 적용),약정금리 + 3%p (법정최고금리 20% 이내),"- 아파트 시세(KB부동산, 한국부동산원)의 최대 70%, 최대 8억원 까지
(단, 담보물건지 지역 및 담보평가금액, 연소득금액 등에 따라 차등적용)",20250620,,202506131200,202506,0010370,A,아파트,D,분할상환방식,C,변동금리,4.4,6.9,,030300,저축은행
202506,0010370,710307,SBI저축은행,SBI주택대출,"영업점,인터넷","- 인지세 : 
고객, 금융회사 50%씩 부담
(5,000만원 
이하는 
해당사항없음)",- 상환금액*2%*대출잔여일수/대출약정기간(3년 이내 중도 상환시 적용),약정금리 + 3%p (법정최고금리 20% 이내),"- 아파트 시세(KB부동산, 한국부동산원)의 최대 70%, 최대 8억원 까지
(단, 담보물건지 지역 및 담보평가금액, 연소득금액 등에 따라 차등적용)",20250620,,202506131200,202506,0010370,A,아파트,D,분할상환방식,C,변동금리,4.2,6.7,4.89,030300,저축은행
202506,0010370,710307,SBI저축은행,SBI주택대출,"영업점,인터넷","- 인지세 : 
고객, 금융회사 50%씩 부담
(5,000만원 
이하는 
해당사항없음)",- 상환금액*2%*대출잔여일수/대출약정기간(3년 이내 중도 상환시 적용),약정금리 + 3%p (법정최고금리 20% 이내),"- 아파트 시세(KB부동산, 한국부동산원)의 최대 70%, 최대 8억원 까지
(단, 담보물건지 지역 및 담보평가금액, 연소득금액 등에 따라 차등적용)",20250620,,202506131200,202506,0010370,A,아파트,D,분할상환방식,F,고정금리,5.2,7.7,,030300,저축은행
202506,0010378,760269,바로저축은행,중도금대출(주택),영업점,"인지세
(차주는 발생비용의 50% 부담)",0~2%,약정금리 + 3%,"LTV : 40%~70%
(지역에 따라 차등)

DTI : 40%~60%
(차주에 따라 차등)",20250620,,202506131200,202506,0010378,A,아파트,S,만기일시상환방식,C,변동금리,5.05,5.15,5.15,030300,저축은행
202506,0010390,760167,고려저축은행,아파트담보대출,"영업점,모집인","-인지세 : 해당세액 x 50%
(대출금액 5천만원 이하시 없음)
- 채권할인료, 말소비용","-기한전상환대출금액x기한전상환수수료율x대출잔여일수/대출약정기간
■ 중도상환수수료율 : 기업 - 1.76% / 가계 - 1.63% (단, 여신기한전상환수수료는 대출개시일로부터 3년 이내 상환시 적용)",- 약정금리+3.0%,90,20250620,,202506131200,202506,0010390,A,아파트,D,분할상환방식,F,고정금리,6.7,10.7,,030300,저축은행
202506,0010390,760167,고려저축은행,아파트담보대출,"영업점,모집인","-인지세 : 해당세액 x 50%
(대출금액 5천만원 이하시 없음)
- 채권할인료, 말소비용","-기한전상환대출금액x기한전상환수수료율x대출잔여일수/대출약정기간
■ 중도상환수수료율 : 기업 - 1.76% / 가계 - 1.63% (단, 여신기한전상환수수료는 대출개시일로부터 3년 이내 상환시 적용)",- 약정금리+3.0%,90,20250620,,202506131200,202506,0010390,A,아파트,D,분할상환방식,C,변동금리,6.7,10.2,7.8,030300,저축은행
202506,0010391,KJ76001,국제저축은행,일반자금대출,영업점,"- 인지세 : 해당세액 × 50%
(대출금액 5천만원 이하 없음)
- 국민주택채권 매입 : 대출금액 × 130% × 1% × 채권할인율","중도상환금액×0.73%×
(대출잔여일수÷대출기간 총일수)
*취급 후 3년 초과 시 면제",약정이율 +3.0%,LTV 70%,20250620,,202506131200,202506,0010391,E,아파트외,S,만기일시상환방식,C,변동금리,8.46,15.0,,030300,저축은행
202506,0010391,KJ76001,국제저축은행,일반자금대출,영업점,"- 인지세 : 해당세액 × 50%
(대출금액 5천만원 이하 없음)
- 국민주택채권 매입 : 대출금액 × 130% × 1% × 채권할인율","중도상환금액×0.73%×
(대출잔여일수÷대출기간 총일수)
*취급 후 3년 초과 시 면제",약정이율 +3.0%,LTV 70%,20250620,,202506131200,202506,0010391,E,아파트외,D,분할상환방식,C,변동금리,8.46,15.0,,030300,저축은행
202506,0010391,KJ76001,국제저축은행,일반자금대출,영업점,"- 인지세 : 해당세액 × 50%
(대출금액 5천만원 이하 없음)
- 국민주택채권 매입 : 대출금액 × 130% × 1% × 채권할인율","중도상환금액×0.73%×
(대출잔여일수÷대출기간 총일수)
*취급 후 3년 초과 시 면제",약정이율 +3.0%,LTV 70%,20250620,,202506131200,202506,0010391,E,아파트외,S,만기일시상환방식,F,고정금리,8.46,15.0,,030300,저축은행
202506,0010391,KJ76001,국제저축은행,일반자금대출,영업점,"- 인지세 : 해당세액 × 50%
(대출금액 5천만원 이하 없음)
- 국민주택채권 매입 : 대출금액 × 130% × 1% × 채권할인율","중도상환금액×0.73%×
(대출잔여일수÷대출기간 총일수)
*취급 후 3년 초과 시 면제",약정이율 +3.0%,LTV 70%,20250620,,202506131200,202506,0010391,E,아파트외,D,분할상환방식,F,고정금리,8.46,15.0,,030300,저축은행
202506,0010391,KJ76001,국제저축은행,일반자금대출,영업점,"- 인지세 : 해당세액 × 50%
(대출금액 5천만원 이하 없음)
- 국민주택채권 매입 : 대출금액 × 130% × 1% × 채권할인율","중도상환금액×0.73%×
(대출잔여일수÷대출기간 총일수)
*취급 후 3년 초과 시 면제",약정이율 +3.0%,LTV 70%,20250620,,202506131200,202506,0010391,A,아파트,S,만기일시상환방식,C,변동금리,6.46,15.0,,030300,저축은행
202506,0010391,KJ76001,국제저축은행,일반자금대출,영업점,"- 인지세 : 해당세액 × 50%
(대출금액 5천만원 이하 없음)
- 국민주택채권 매입 : 대출금액 × 130% × 1% × 채권할인율","중도상환금액×0.73%×
(대출잔여일수÷대출기간 총일수)
*취급 후 3년 초과 시 면제",약정이율 +3.0%,LTV 70%,20250620,,202506131200,202506,0010391,A,아파트,D,분할상환방식,C,변동금리,6.46,15.0,,030300,저축은행
202506,0010391,KJ76001,국제저축은행,일반자금대출,영업점,"- 인지세 : 해당세액 × 50%
(대출금액 5천만원 이하 없음)
- 국민주택채권 매입 : 대출금액 × 130% × 1% × 채권할인율","중도상환금액×0.73%×
(대출잔여일수÷대출기간 총일수)
*취급 후 3년 초과 시 면제",약정이율 +3.0%,LTV 70%,20250620,,202506131200,202506,0010391,A,아파트,S,만기일시상환방식,F,고정금리,6.46,15.0,,030300,저축은행
202506,0010391,KJ76001,국제저축은행,일반자금대출,영업점,"- 인지세 : 해당세액 × 50%
(대출금액 5천만원 이하 없음)
- 국민주택채권 매입 : 대출금액 × 130% × 1% × 채권할인율","중도상환금액×0.73%×
(대출잔여일수÷대출기간 총일수)
*취급 후 3년 초과 시 면제",약정이율 +3.0%,LTV 70%,20250620,,202506131200,202506,0010391,A,아파트,D,분할상환방식,F,고정금리,6.46,15.0,,030300,저축은행
202506,0010404,DH0082,DH저축은행,중도금집단대출,영업점,인지대(해당세액*50%),없음,약정이율+연체가산이자율(3%),분양가액의 60% 범위내,20250620,,202506131200,202506,0010404,A,아파트,S,만기일시상환방식,F,고정금리,5.6,9.5,6.5,030300,저축은행
202506,0010418,760101,우리저축은행,서면4차 봄여름가을겨울 중도금대출,영업점,- 인지세 : 해당세액 × 50%(대출금액 5천만원 이하시 없음),타행 대환 시 1.0%,0.105,60,20250620,,202506131200,202506,0010418,A,아파트,S,만기일시상환방식,F,고정금리,7.5,7.5,,030300,저축은행
202506,0010437,760017,대백저축은행,마이홈주택자금대출,"영업점,모집인","- 인지세 : 해당세액 × 50%(대출금액 5천만원 이하시 없음) 
- 국민주택채권 매입 : 대출금액 × 130% × 1% × 채권할인율
- 화재보험료",없음,"-3개월이하:약정금리+3%
-6개월이하:약정금리+3%
-6개월초과:약정금리+3%
(최고 연체이자율: 20%)",- LTV 70%,20250620,,202506131200,202506,0010437,A,아파트,S,만기일시상환방식,F,고정금리,6.0,8.5,,030300,저축은행
202506,0010437,760017,대백저축은행,마이홈주택자금대출,"영업점,모집인","- 인지세 : 해당세액 × 50%(대출금액 5천만원 이하시 없음) 
- 국민주택채권 매입 : 대출금액 × 130% × 1% × 채권할인율
- 화재보험료",없음,"-3개월이하:약정금리+3%
-6개월이하:약정금리+3%
-6개월초과:약정금리+3%
(최고 연체이자율: 20%)",- LTV 70%,20250620,,202506131200,202506,0010437,E,아파트외,S,만기일시상환방식,F,고정금리,6.0,8.5,,030300,저축은행
